# Module X2 tilt
# row 0 are off axis angle in arcmin
# row 1+ are effective area in cm2
-9.000000000000000000e+00,-7.000000000000000000e+00,-5.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00
1.215233350128354495e+01,1.532421426051588931e+01,1.947639715953020811e+01,2.164285341825321041e+01,2.400755040176266775e+01,2.489490157423210803e+01,2.418957444683682922e+01,2.163612558606327951e+01,1.548640594422648498e+01,1.548640594422648498e+01,1.174899228860659406e+01
1.194886041532445198e+01,1.532051920897804997e+01,1.844670591391861691e+01,2.115275535564506626e+01,2.331189182224507661e+01,2.361468233834613528e+01,2.316977087999701723e+01,2.115592522159995070e+01,1.494279808141866361e+01,1.494279808141866361e+01,1.137280960481809089e+01
1.183513304048832815e+01,1.504974016270643489e+01,1.873021478378512938e+01,2.107144251202403495e+01,2.293114110930120475e+01,2.333357007515693127e+01,2.324801218387278823e+01,2.091611101997263233e+01,1.491010199314595752e+01,1.491010199314595752e+01,1.146162228943422612e+01
1.142635133587012142e+01,1.473403445908083320e+01,1.803376962045854270e+01,2.092028771380073238e+01,2.296586191663576315e+01,2.321372769987365103e+01,2.294734768181769624e+01,2.090094258984085229e+01,1.447638999038738206e+01,1.447638999038738206e+01,1.101796131206212337e+01
1.137951482315795815e+01,1.489379077789352479e+01,1.816265836694021374e+01,2.120844440914975237e+01,2.337064671032132068e+01,2.367181518344238000e+01,2.322688759414949899e+01,2.115979501050379241e+01,1.433631827381008428e+01,1.433631827381008428e+01,1.108562243233540379e+01
1.081797599512985286e+01,1.451423082328567915e+01,1.809736881308122491e+01,2.135734067004181824e+01,2.344570254335850024e+01,2.412248538839438439e+01,2.349421250301621455e+01,2.120552169924863861e+01,1.384628844829433625e+01,1.384628844829433625e+01,1.030459145255203524e+01
6.373031234471898010e+00,8.737843332380741401e+00,1.162325745297652979e+01,1.487304809529758209e+01,1.704678555398512785e+01,1.710631371937455114e+01,1.688632659305076800e+01,1.448291139875754219e+01,8.502609458665560282e+00,8.502609458665560282e+00,6.075625053287201816e+00
2.118790794449169290e+00,3.001633340638163894e+00,4.366506585377748273e+00,6.083674755577720639e+00,7.303780176646221811e+00,7.225354475007368826e+00,7.209949028192442100e+00,5.913743468337917975e+00,3.003756258190346085e+00,3.003756258190346085e+00,2.146190852563050200e+00
1.135548868328197347e+00,1.621317601405112274e+00,2.509276125719328121e+00,3.639670629016539039e+00,4.545578019193148300e+00,4.835593473202984605e+00,4.438189539984016108e+00,3.500818255427987857e+00,1.616514736932622487e+00,1.616514736932622487e+00,1.147741163994451252e+00
6.336563650510801393e-01,8.720599649089099126e-01,1.260082959397892388e+00,2.151257740672658958e+00,2.865520011660062316e+00,2.989900031428245342e+00,3.123568780701314829e+00,2.129794472629659374e+00,8.681892649233170500e-01,8.681892649233170500e-01,5.610582274921711576e-01
1.300710785421886062e-01,5.437753044656232770e-01,6.189267386916958991e-01,1.121464408689064829e+00,1.961501294077794277e+00,1.800750985669778537e+00,1.570399126762102915e+00,1.082061356844937761e+00,3.139108962067411190e-01,3.139108962067411190e-01,3.484775751821930223e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
