channel,energy,-9 arc min,-9 arc min err,-7 arc min,-7 arc min err,-5 arc min ,-5 arc min  err,-3 arc min,-3 arc min err,-1 arc min,-1 arc min err,on-axis,on-axis err,+1 arc min,+1 arc min err,+3 arc min,+3 arc min err,+5 arc min,+5 arc min err,+7 arc min ,+7 arc min  err,+9 arc min ,+9 arc min  err
22.0,1.8906000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1.9979000000000002,0.6973882067975098,0.4863503109802463,0.8433693188575067,0.7112718079901748,0.9005694649142343,0.8110253611359103,1.0485425329599907,1.099441443426153,1.11656278674446,1.2467124567425547,1.158064206844561,1.3411127071745221,1.0523253367971095,1.10738861446515,0.9689814988144809,0.9389251450447579,0.8700866764271592,0.75705082449606,0.8433693188575067,0.7112718079901748,0.7398387698079052,0.5473614053108745
24.0,2.1052,2.1676053284362893,4.698512859865393,2.448436261758341,5.994840127893158,2.9038462976102695,8.432323320144869,3.2536339529063834,10.586133899505217,3.3468539527201413,11.201431380838434,3.6613316393495547,13.405349373302098,3.5215883835381896,12.401584743071119,3.509941417753799,12.319688756063549,2.810502059387118,7.898921825819231,2.448436261758341,5.994840127893158,1.815575246872134,3.2963134770548104
25.0,2.2125000000000004,1.8652246404539143,3.479062959356434,2.3000918992347823,5.2904227449254675,2.8297459997814327,8.007462423279021,3.1661741184144097,10.024658548117264,3.310254263064647,10.95778328613767,3.6942357963799943,13.64737811925533,3.6582499447349184,13.382792658153033,3.298249616141517,10.878450530377664,2.5771403817189427,6.641652547086458,2.3000918992347823,5.2904227449254675,1.8046573916747033,3.2567883013261434
26.0,2.3198,1.50888223838705,2.276725609319914,1.9383451784424806,3.7571820307912116,2.296208839511335,5.272575034649993,2.3920759644410006,5.722027419656343,2.7055154369976124,7.319813779832382,2.287491066956158,5.232615381404223,2.7838145966724563,7.749623708646631,2.4443466057662793,5.97483032912113,1.9645655316450854,3.859517728127937,1.9383451784424806,3.7571820307912116,1.4824914598463284,2.197780928517298
27.0,2.4271000000000003,2.175634454766832,4.7333852807685695,2.810202159141562,7.897236175243897,3.1399290052659543,9.859154158110446,3.8247907432221164,14.62902422943759,4.219506321413122,17.804233596445297,3.8379517581230327,14.729873697679677,3.890592953782428,15.136713532021478,3.6141725764333814,13.062243412243106,3.1531104368877716,9.942105427210594,2.810202159141562,7.897236175243897,2.1623839913003318,4.675904525831953
28.0,2.5344000000000007,1.8978427385240821,3.6018070601685874,2.3665831256094125,5.600715690419216,2.997159667901121,8.982966074893158,3.335202589685133,11.123576314242417,3.486646664939066,12.156704966130711,3.533235079183495,12.483750124772799,3.3818061666498718,11.436612948791101,3.6031097268275136,12.98239970355904,2.752144839833849,7.574301219424083,2.3665831256094125,5.600715690419216,2.062133663570188,4.252395246429405
29.0,2.6417,1.3700081051664683,1.8769222082218169,1.8720532199077229,3.504583258166873,2.296507994732921,5.2739489698722215,2.321437319324063,5.389071227550493,2.719904971874091,7.3978830560254005,2.7779626320454716,7.717076385041004,2.636945162073425,6.953479787782443,2.3878990756758607,5.70206199561363,2.188438515344546,4.78926313544344,1.8720532199077229,3.504583258166873,1.4875532729289962,2.2128147398017686
30.0,2.7490000000000006,1.6693948385330988,2.786879126920951,1.8325190960794564,3.358126237495868,2.0034855515653978,4.013954355331306,2.3203807172427067,5.384166672951777,2.5799738413693345,6.65626502215004,2.685352198460952,7.211116429779069,2.4745514091262573,6.123404676408746,2.425878446240469,5.884886235934072,2.011620152165046,4.046615636596523,1.8325190960794564,3.358126237495868,1.4157364242051849,2.004309622821283
31.0,2.8563,2.191030225471743,4.800613448930758,2.6237077997436935,6.883842618435893,3.207015845220773,10.284950631497109,3.696261883508415,13.662351911477176,3.789399078985739,14.359545379817966,4.219992447118306,17.80833625373555,4.5108071612145455,20.347381245664426,3.3235509086428188,11.045990642340506,2.915512096194945,8.500210783059043,2.6237077997436935,6.883842618435893,2.1676053284362893,4.698512859865393
32.0,2.9636000000000005,1.9733812064310197,3.894233385895147,2.1344662229808278,4.55594605704604,2.456094727499145,6.0324013104491,2.9287180629925147,8.577389492498627,3.035624173392893,9.215014122087284,3.1959285622662947,10.213959375109505,2.973266091916658,8.840311253341357,2.9376281194710274,8.629658968306885,2.4114594381512044,5.815136621848523,2.1344662229808278,4.55594605704604,1.5604290737255349,2.4349388941279306
33.0,3.0709,1.6987974750869566,2.8859128613618186,1.9774851865736005,3.9104476631180276,2.422068803500685,5.86641728889124,2.651891531022641,7.032528692309607,3.111005941205693,9.678357966217119,2.9844110897448934,8.906709552592302,2.9527562396198737,8.718769410614097,2.667733764548877,7.116803438514122,2.4775636075557608,6.138321429484716,1.9774851865736005,3.9104476631180276,1.5071092955926064,2.2713784288616425
34.0,3.1782000000000004,1.2891432856927674,1.661890411046744,1.578978376677963,2.493172714016575,1.6485641897482812,2.717763887720407,2.0651159942057404,4.264704069524364,2.2303440657422278,4.9744346515915705,2.251653968698383,5.069945594755179,2.278288478032119,5.19059838913391,1.9477625463130877,3.793778936820043,1.8837122911414363,3.5483719957973197,1.578978376677963,2.493172714016575,1.3052872361167758,1.7037747687693716
35.0,3.2855,1.8162778192265376,3.2988651166143073,1.9873229324995485,3.949452438038605,2.350085799819,5.522903266510909,2.8895507422497455,8.349503492036055,3.265272415128522,10.662003944999253,3.2014912089269605,10.249545960836612,3.1447903067484475,9.889706073418994,2.776059141865796,7.70650435913666,2.5063563121764503,6.281821963586736,1.9873229324995485,3.949452438038605,1.730646667129547,2.995137886446609
36.0,3.3928000000000003,1.9944443588180456,3.977808300421125,2.172361468629624,4.719154350386657,2.5489579704800334,6.497186735273691,3.109348982154181,9.66805109282324,3.6478195528990556,13.306587490512666,3.48490978367367,12.144596200344465,3.52032810916703,12.392709996191519,3.1944039379607143,10.20421651885892,2.6199457223932967,6.864115588286933,2.172361468629624,4.719154350386657,1.587726709367949,2.5208761036403757
37.0,3.5001000000000007,1.3590248606768482,1.8469485719377268,1.785394441790646,3.1876333127769323,2.319996527695918,5.382383888521115,2.5397264394070396,6.450210387023159,2.6652161291087215,7.103377014861278,2.6599882818514486,7.075537659587022,2.7331716006486357,7.470226998592225,2.356630470044761,5.55370717234339,2.147215334674463,4.610533693461166,1.785394441790646,3.1876333127769323,1.369585611305584,1.8757647466952903
38.0,3.6074,1.4746443120154338,2.174575846959472,1.7648311018024752,3.114628817889338,2.0267458833724317,4.107698875767098,2.4441359013142923,5.9738003040934275,2.645728822274538,6.999881001014213,2.6274068070387644,6.903266529673635,2.6777903222064636,7.170561009702596,2.5128738766546097,6.314535119973167,2.2561709218484767,5.090307228594605,1.7648311018024752,3.114628817889338,1.3822954876632052,1.9107408152140584
39.0,3.7147000000000006,1.239791390718843,1.5370826925005627,1.4620330013893406,2.1375404971515235,1.6836645523549347,2.834726324856543,2.047699671855841,4.193073946118519,2.2515470628654963,5.0694641762982435,2.210790039499449,4.887592598749975,2.088482334290175,4.361758460642139,1.9457096417483963,3.785786009992673,1.8028308128762918,3.250198939856191,1.4620330013893406,2.1375404971515235,1.1506447831956286,1.323983417095315
40.0,3.822,1.3924383198972206,1.9388844747181944,1.5551552067387306,2.418507717046584,2.005053864950198,4.020241001351726,2.281064899038446,5.203257073625276,2.5421123512182886,6.462335206216576,2.5604889987593866,6.556103912767846,2.6633836972590945,7.093612718825524,2.413451527285249,5.8247482745555015,2.126537561176911,4.5221619990962445,1.5551552067387306,2.418507717046584,1.4812337730220644,2.1940534903411804
41.0,3.9293000000000005,1.5990368498477356,2.55691884717097,2.0083928977252805,4.033642031633349,2.3072446173626,5.32337772434869,2.586904650145745,6.692075668945678,2.7002235558176246,7.291207251392376,3.145711463706592,9.89550061289507,2.926783890629925,8.56606394245084,2.77197809242406,7.683862544878929,2.4017494239312356,5.768400295354022,2.0083928977252805,4.033642031633349,1.5268761942655553,2.331350912614866
42.0,4.036600000000001,1.0019445229698367,1.0038928271092538,1.2699942033571507,1.612885276560764,1.4972022718098608,2.2416146427126082,1.84770139855024,3.4140004582045127,1.9480531479710392,3.794911067319876,2.1183278276584536,4.4873127854321835,2.071687269411502,4.291888142241684,1.8290262878895678,3.345337161791092,1.6678771420071208,2.7818141608298412,1.2699942033571507,1.612885276560764,1.0467291637979346,1.0956419423451234
43.0,4.1439,1.596185156664036,2.547807054354593,1.9358512797346434,3.747520177250257,2.394297168989707,5.732658933432126,2.7200002824637344,7.398401536602795,2.8134794012694964,7.915666341367764,2.948837521504865,8.695642728234954,2.8295949798198494,8.006607749821693,2.845710133618187,8.09806616457724,2.4072010652659586,5.794616968617565,1.9358512797346434,3.747520177250257,1.528144104218212,2.3352244032568814
44.0,4.251200000000001,0.9877018026317025,0.9755548509219145,1.280694492850281,1.6401783840170385,1.4616691226145733,2.1364766240048563,1.637015313913587,2.6798191379875997,1.7639388345313955,3.111480211967978,1.8246921778734848,3.329501543992681,1.753215965578548,3.07376622195952,1.6316504751869254,2.6622832731777195,1.3255206316644563,1.7570049449681393,1.280694492850281,1.6401783840170385,0.9082967774735277,0.825003035968795
45.0,4.3585,1.1045456641625544,1.2200211242202985,1.3836649958338147,1.9145288206957907,1.7175727646403705,2.9500562018343652,1.8743587427254704,3.5132206964314063,2.0508720353041436,4.206076105192561,2.031044398828529,4.125141350012741,2.0825937333939897,4.337196658371917,1.8505502435967704,3.4245362040760665,1.6262219439996635,2.6445978111460446,1.3836649958338147,1.9145288206957907,1.0885585943297298,1.1849598132891173
46.0,4.465800000000001,1.0515497801195588,1.1057569400694924,1.1847759880662263,1.4036941418983029,1.5796597763077356,2.4953250088846053,1.7801587379444732,3.16896513228006,1.9456527456029435,3.7855646064722723,1.888176985859793,3.565212329930573,1.844626787814209,3.402647986321767,1.7662173921940907,3.1195238764888944,1.5814041986891494,2.5008392396316705,1.1847759880662263,1.4036941418983029,1.055059919200839,1.1131514331040808
47.0,4.5731,0.9012559665941787,0.8122623173216074,1.1162874963922829,1.246097774601751,1.3773648393125613,1.8971339005745178,1.4680244571302832,2.1550958067326627,1.660503435808588,2.7572716603321252,1.7948487326844154,3.221481973218852,1.5798570276437178,2.495948227795243,1.5090857524490313,2.277339808244659,1.3801988996726646,1.9049490026576341,1.1162874963922829,1.246097774601751,0.8598299051185979,0.739307465736257
48.0,4.680400000000001,1.0149426017316776,1.0301084848098667,1.1906014149445558,1.4175317292679785,1.4008746720412064,1.9624498467665576,1.7695291632687156,3.1312334596584805,1.7476911632631682,3.054424402148166,1.820477334226567,3.3141377244326677,1.859773770542922,3.4587584775994373,1.5903953301526523,2.529357306171364,1.4548396283839327,2.1165583443162994,1.1906014149445558,1.4175317292679785,0.9401107509740767,0.8838082240970425
49.0,4.787700000000001,1.1337578742342702,1.2854069173882112,1.3498766609633488,1.8221669998135597,1.7027848825841854,2.899476356357238,1.7825312710781522,3.177417732371493,1.949917937156295,3.8021799616438603,2.1363317903865804,4.563913518616332,1.844715250025009,3.4029743536748316,1.8319607709974943,3.3560802664737337,1.6086454666506402,2.587740237375656,1.3498766609633488,1.8221669998135597,1.135361018527265,1.2890446423912683
50.0,4.8950000000000005,1.0233803959536882,1.0473074348223277,1.2722465716345825,1.618611339035949,1.4567179657090894,2.1220272316196276,1.7143245816033412,2.938908771089471,1.8596152156335244,3.4581687502157195,2.0642912729237466,4.261298459469142,1.838864047196023,3.3814209840701372,1.701867291364278,2.8963522774155845,1.4594899620221404,2.130110949243389,1.2722465716345825,1.618611339035949,0.9885427901190276,0.9772168478963118
51.0,5.002300000000001,1.0498411287875768,1.1021663956939736,1.2736347004443374,1.6221453501759369,1.6160316056322956,2.6115581504024954,1.7835203354604292,3.180944787000882,1.9329250329854308,3.736199183141729,2.0131329583150794,4.052704307854423,1.8789817006580276,3.5305722314077337,1.7420051511779981,3.0345819467306803,1.5093773128413985,2.278219872520321,1.2736347004443374,1.6221453501759369,0.9801779882033202,0.9607488885583082
52.0,5.1096,0.8483393766448557,0.7196796979661824,0.9549235312798444,0.911878950591968,1.246031519257575,1.5525945469833407,1.340829302969779,1.7978232197024238,1.4997074602992835,2.249122466477327,1.5394052124198492,2.369768408025401,1.4620381020208861,2.137555411760835,1.3917685839033718,1.9370197911403968,1.2021744647051449,1.4452234435891016,0.9549235312798444,0.911878950591968,0.8113768676935427,0.6583324214281846
53.0,5.216900000000001,0.960151746595855,0.921891376491071,1.121444933522136,1.257638738922468,1.367194797544483,1.8692216144326996,1.513540809017443,2.2908057805611755,1.6443859474971776,2.7040051443261905,1.7092318459614617,2.921473503248826,1.6498819970953922,2.7221106043394796,1.5542322980874306,2.4156380364181356,1.3407716958684013,1.7976687404418288,1.121444933522136,1.257638738922468,0.9424479505591181,0.888208139513082
54.0,5.3242,0.7629372073295689,0.5820731823278417,0.9871367145598025,0.9744388932319209,1.2179539791057814,1.4834118952196063,1.3677994186493412,1.8708752496574756,1.4426655788023468,2.0812839722611103,1.546493188178351,2.391641181082041,1.431437700160826,2.049013889441715,1.291961214565354,1.669163779941185,1.2385681445335812,1.534051048653358,0.9871367145598025,0.9744388932319209,0.7837185163835265,0.6142147129223959
55.0,5.431500000000001,0.7276747377721491,0.5295105239917659,0.8670070271490524,0.7517011851258377,1.0569907985255325,1.1172295481676429,1.1752806178540902,1.381284530703492,1.2715991546392564,1.6169644100792715,1.3403565811061127,1.7965557645144672,1.3646167917745418,1.862178988393043,1.2804989638783284,1.6396775964934727,1.0869826840427614,1.1815313554088058,0.8670070271490524,0.7517011851258377,0.720324360541413,0.5188671843893956
56.0,5.538800000000001,0.8349498820977391,0.6971413056150285,1.0606985619940226,1.1250814394161874,1.2739608091941237,1.6229761433625465,1.3827126736146447,1.911894337774559,1.599112390337597,2.5571604369312233,1.6117820718273141,2.5978414470639493,1.476906153815595,2.181251787178374,1.4017364642664127,1.9648651152541041,1.2385980009536666,1.534125007966419,1.0606985619940226,1.1250814394161874,0.8887481839614676,0.7898733344948067
57.0,5.646100000000001,0.9049317197081327,0.8189014173339184,1.0888012543190995,1.1854881714068444,1.2685786269800292,1.609291732830536,1.4581688511828943,2.1262563985600416,1.6073241869459587,2.583491041941487,1.5835389506537407,2.5075956082375503,1.5890280495747386,2.525010142335298,1.4773909367160778,2.1826839798908098,1.2594134557054895,1.5861222524120429,1.0888012543190995,1.1854881714068444,0.8348909652829262,0.6970429239110563
58.0,5.753400000000001,0.8800621142272934,0.7745093248982137,1.108079157895208,1.2278394201617535,1.3281368900848125,1.7639475988041573,1.4599996067186085,2.1315988516184916,1.6548882257530875,2.738655039736202,1.6548882257530875,2.738655039736202,1.6183012486331536,2.618898931327624,1.4526764808750423,2.1102689580874974,1.3024841771460882,1.6964650317159224,1.108079157895208,1.2278394201617535,0.8348909652829262,0.6970429239110563
59.0,5.8607000000000005,0.7925142159125947,0.6280787824235549,0.928580875706147,0.8622624427271949,1.1834799032300245,1.4006246813493481,1.3499574443765214,1.822385101627589,1.388828360648111,1.9288442153405199,1.4471198037560409,2.0941557264229225,1.386496340058793,1.9223721009964283,1.2566298300107546,1.5791185296728578,1.1172941263892988,1.2483461648640264,0.928580875706147,0.8622624427271949,0.7486216412083819,0.5604343616855313
60.0,5.968000000000001,0.7797901943220964,0.6080727471608929,0.8793487354828415,0.7732541985952724,1.0691728276446752,1.1431305353737105,1.262950888885002,1.595044947735417,1.3633727082108076,1.858785141494072,1.4142896609809834,2.000215245157705,1.3997433019250463,1.9592813112840313,1.2323748249963318,1.5187477092847395,1.0560470454786626,1.1152353622642124,0.8793487354828415,0.7732541985952724,0.721834146500914,0.521044535054703
61.0,6.0753,0.8303347823764208,0.6894558508240981,0.9463502025580728,0.8955787058817054,1.1800178936671737,1.3924422293747132,1.2843634251765137,1.6495894079311462,1.4452183878388232,2.0886561885474473,1.484667493066519,2.204237564968422,1.4630829880070277,2.1406118297955725,1.3052233675073748,1.7036080390872914,1.137509255237979,1.293927305752062,0.9463502025580728,0.8955787058817054,0.7515655793343885,0.564850820040235
62.0,6.182600000000001,0.7294254021986596,0.5320614173726763,0.8342916687750647,0.6960425885874822,1.0347785574392645,1.0707666629360852,1.1787125547726565,1.3893632867786827,1.277651085457556,1.632392296170871,1.2974310962733357,1.6833274495770298,1.3073202343806485,1.7090861952210736,1.1641955607125505,1.3553513035828098,1.0757344395880697,1.1572045845158583,0.8342916687750647,0.6960425885874822,0.7121381936936243,0.507140806917218
63.0,6.2899,0.8489000461669006,0.7206312883821661,0.9908747509769239,0.981832772123581,1.2228848801242653,1.4954474300365388,1.3830718156842012,1.9128876473399932,1.4664922153798647,2.1505994177697434,1.4897840472893042,2.2194565075577,1.4890327343168561,2.217218483867133,1.301870623348599,1.6948671199380698,1.165684954160123,1.3588214123552882,0.9908747509769239,0.981832772123581,0.8065301238319255,0.6504908406483411
64.0,6.397200000000001,0.9011245316888735,0.8120254216114916,1.0540990362959533,1.1111247783200573,1.233889587131794,1.5224835132322692,1.4652470867032987,2.1469490250925043,1.5240095541586005,2.3226051211666965,1.5742558061341205,2.47828134314699,1.5386979300759231,2.3675913200199306,1.4536474374545634,2.1130908724182187,1.193617422964896,1.4247225524053593,1.0540990362959533,1.1111247783200573,0.8116262011534334,0.6587370903987536
65.0,6.504500000000001,0.8181208835746304,0.669321780140934,0.9529032918768717,0.9080246836697786,1.1156313451635465,1.244633298311424,1.2848178807956891,1.6507569868123257,1.363975010170389,1.8604278283693125,1.3700110296194261,1.87693022127888,1.3975061616671407,1.9530234718976245,1.275423945173953,1.626706239923091,1.0934584623598436,1.1956514089063535,0.9529032918768717,0.9080246836697786,0.7201437854301952,0.518607071693731
66.0,6.611800000000001,0.812330023022487,0.6598800663037143,0.8961803241647291,0.803139173419999,1.126537802261603,1.2690874199244027,1.2663517368610313,1.6036467214509507,1.3623575903066862,1.8560182038662407,1.398760763528493,1.956531673586813,1.3894951119042873,1.930696666005908,1.2537676016003727,1.571933198822751,1.0708315875902514,1.1466802889810583,0.8961803241647291,0.803139173419999,0.6929045602576116,0.4801167296257941
67.0,6.719100000000001,0.7046553859101118,0.49653921289212855,0.8071032467775269,0.6514156509588255,0.9923508799956792,0.9847602690281988,1.0983321875503917,1.2063335942092288,1.1996118907573594,1.4390686884464468,1.282424357371156,1.6446122323788224,1.2461990514246917,1.5530120757718013,1.0914237189622487,1.1912057343133855,0.9750596352214621,0.9507412922382108,0.8071032467775269,0.6514156509588255,0.6454677274511345,0.416628587180932
68.0,6.8264000000000005,0.7688911693349726,0.5911936302813015,0.899143351492929,0.8084587665339369,1.0839627222927135,1.1749751833202304,1.2568868489275622,1.5797645510070566,1.3232021926249435,1.7508640425674582,1.3639531471037551,1.860368187494238,1.3238104779372586,1.752474181496473,1.213067694549457,1.4715332315595346,1.080306737718921,1.1670626475608976,0.899143351492929,0.8084587665339369,0.7290622560250515,0.5315317731603377
69.0,6.933700000000001,0.6781636587274567,0.4599059480186103,0.8809726102495115,0.7761127400098377,1.0825430785064298,1.1718995168221784,1.1678865121818878,1.3639589053363748,1.2622953653134117,1.5933895892917194,1.333604837760876,1.7785018632992124,1.2671216588460537,1.6055972983167748,1.1979318057858632,1.4350406113133791,1.0256126546510087,1.0518813173802892,0.8809726102495115,0.7761127400098377,0.6678851281896313,0.4460705444568802
70.0,7.041,0.5956702072126357,0.3548229957607444,0.6733292100238283,0.45337222507131264,0.8534362218870166,0.7283533848287851,0.9690848014789202,0.9391253524574381,1.063538617934671,1.1311143918383904,1.0793367427696272,1.1649678042925484,1.0134987507818003,1.0271797178362698,0.9171186142064259,0.8411065525239151,0.8609753564464699,0.741278564408126,0.6733292100238283,0.45337222507131264,0.5394536976138848,0.2910102918692927
71.0,7.148300000000001,0.5374077063160176,0.2888070428078431,0.6245961576743078,0.3901203601815087,0.7805719296871826,0.6092925374155719,0.8872945709518707,0.7872916556406643,0.924783932901202,0.8552253225522148,0.9958409214172769,0.991699140769211,0.955876443127044,0.913699774525209,0.8761839133790754,0.7676982500642712,0.7711151541770227,0.5946185810014535,0.6245961576743078,0.3901203601815087,0.5040691387057776,0.2540856965955845
72.0,7.2556,0.5122303322450302,0.26237991327185406,0.5994092177904677,0.3592914103721804,0.7342158134356068,0.5390728606989098,0.8403795418362866,0.706237774336967,0.9096932548245105,0.8275418178732117,0.9222733645723326,0.8505881589995706,0.9152845618700967,0.8377458291977348,0.8112024638633897,0.658049437378034,0.7154068882252769,0.5118070157201738,0.5994092177904677,0.3592914103721804,0.4842472246400647,0.2344953745716053
73.0,7.362900000000001,0.4549876227486782,0.20701373685449354,0.5436078469146087,0.29550949122713666,0.6657441579003919,0.4432152837785019,0.7371930742793922,0.5434536287655014,0.8110561912916743,0.657812145432557,0.8361432575875266,0.6991355472090809,0.8244452345164814,0.6797099447169361,0.7397947981852676,0.5472963434219809,0.6445172539883538,0.4154024906886882,0.5436078469146087,0.29550949122713666,0.42904736876888455,0.1840816446475032
74.0,7.470200000000001,0.39028779352745346,0.15232456177652814,0.4692664853326861,0.2202110342564921,0.5649917563303385,0.31921568472124057,0.645233485267687,0.41632625051068645,0.6873580891636678,0.4724611427387287,0.7328940228882777,0.5371336487853633,0.7103276990268682,0.5045654400048051,0.6401261404290346,0.40976147566057214,0.5491710614268227,0.3015888547086631,0.4692664853326861,0.2202110342564921,0.3663368585658342,0.134202693943884
75.0,7.5775000000000015,0.3036214214722218,0.09218596757681256,0.36481910829094133,0.13309298177419757,0.4469014799229167,0.1997209327572931,0.5046133948686221,0.2546346782808359,0.5455435236151515,0.29761773615843534,0.5692705099969284,0.32406891355216294,0.5432856263607667,0.2951592718102106,0.5168305830163867,0.2671138515410582,0.43503627499692143,0.18925656056319706,0.36481910829094133,0.13309298177419757,0.29149146965028394,0.0849672768788824
76.0,7.6848,0.2651930731046519,0.07032736602268924,0.3164074736238856,0.10011368936504987,0.38291232535613423,0.146621848909642,0.4385271943095836,0.1923061001490353,0.477106523058656,0.22763063434511982,0.48670883057119496,0.23688548575598017,0.4751239374679752,0.22574275595507243,0.4331952061630618,0.1876580866426576,0.3803979829007966,0.14470262539499476,0.3164074736238856,0.10011368936504987,0.25025455393556423,0.06262734176548823
77.0,7.7921000000000005,0.2545724677775657,0.06480714135035973,0.29826903207788463,0.08896441549667818,0.3697372941702201,0.1367056667003159,0.4151926144308014,0.17238490707788412,0.4523161018376787,0.20458985598163332,0.4597478741625814,0.2113681077970128,0.447189401164047,0.19997836051345894,0.418162433998758,0.17485982120776566,0.35759698112500765,0.12787560090971908,0.29826903207788463,0.08896441549667818,0.2369875411022529,0.05616309463769201
